dt,WS,WD,Month,hours,dayofyear,target
2018-01-14 04:00:00,14.505206425984651,34.6354681650797,1,4,14,865.6006469726535
2018-01-14 05:00:00,14.250326633453318,40.56871541341141,1,5,14,523.5609842936195
2018-01-14 06:00:00,15.366954803466731,37.4388415018717,1,6,14,543.7282765706375
2018-01-14 07:00:00,13.981790065765315,37.764117558797146,1,7,14,378.89915466308565
2018-01-14 08:00:00,11.636868794759076,30.779454867045036,1,8,14,228.7516937255854
2018-01-14 09:00:00,8.638407150904333,36.49103418985997,1,9,14,0.0
2018-01-14 10:00:00,8.77418486277262,38.896275202433216,1,10,14,0.0
2018-01-14 11:00:00,8.035665035247797,36.15119806925452,1,11,14,0.0
2018-01-14 12:00:00,8.70398680369059,33.799146970113064,1,12,14,0.0
2018-01-14 13:00:00,9.004013379414872,39.0679918924967,1,13,14,0.0
2018-01-14 14:00:00,7.930483182271314,36.22583198547358,1,14,14,0.0
